source,target,value
Chao Zhang,Hao Chen,2.0
Chao Zhang,Jay Thaler,2.0
Chao Zhang,Jiawei Han,2.0
Chao Zhang,Jin Li,2.0
Chao Zhang,Keith W Ross,2.0
Chao Zhang,Lei Zhang,2.0
Chao Zhang,Philip A Chou,2.0
Chao Zhang,Rui Cai,2.0
Chao Zhang,Sanjeev Mehrotra,2.0
Chao Zhang,Wei-Ying Ma,2.0
Chao Zhang,Xiuli Ma,2.0
Chao Zhang,Yu Zheng,2.0
Chaojun Liu,Jinyu Li,2.0
Chaojun Liu,Kaisheng Yao,2.0
Chaojun Liu,Rui Zhao,2.0
Chaoliang Zhong,Hang Li,2.0
Chaoliang Zhong,Jun Xu,2.0
Chaoqiang Deng,Dong Zhou,2.0
Chaoqiang Deng,Fan Long,2.0
Chaoqiang Deng,Haoxiang Lin,2.0
Chaoqiang Deng,Lidong Zhou,2.0
Chaoqiang Deng,Mao Yang,2.0
Chaoqiang Deng,Zhenyu Guo,2.0
Chaowei Yang,Daniel Fay,2.0
Chaowei Yang,Jing Li,2.0
Chaowei Yang,Jizhe Xia,2.0
Chaowei Yang,Min Sun,2.0
Chaowei Yang,Yan Xu,2.0
Chaowei Yang,Zhipeng Gui,2.0
Chaoyang Wang,Frank K Soong,2.0
Chaoyang Wang,Lijuan Wang,2.0
Chaoyang Wang,Magnetro Chen,2.0
Chaoyang Wang,Yasuyuki Matsushita,2.0
Charalampos Papamanthou,Seny Kamara,2.0
Charalampos Papamanthou,Tom,2.0
Charles D Stolper,John Stasko,2.0
Charles D Stolper,Nathalie Henry Riche,2.0
Charles Harrison,Jeff Huang,2.0
Charles Harrison,Nachiappan Nagappan,2.0
Charles Harrison,Thomas Zimmermann,2.0
Charles Jacobs,Lucy Verwende,2.0
Charles Jacobs,Michael Brooks,2.0
Charles Jacobs,Sumit Basu,2.0
Charles Jerian,Michael Burrows,2.0
Charles Jerian,Timothy Mann,2.0
Charles Larry Zitnick,Neel Joshi,2.0
Charles Larry Zitnick,Richard Szeliski,2.0
Charles Larry Zitnick,Sing Bing Kang,2.0
Charles Larry Zitnick,Taeg Sang Cho,2.0
Charles Larry Zitnick,William Freeman,2.0
Charles Lawrence Zitnick,Michael F Cohen,2.0
Charles Lawrence Zitnick,Sanjeev Koppal,2.0
Charles Lawrence Zitnick,Sing Bing Kang,2.0
Charles Loboz,Slawek Smyl,2.0
Charles Loboz,Suman Nath,2.0
Charles Loop,Chenglei Wu,2.0
Charles Loop,Christian Theobalt,2.0
Charles Loop,Christoph Rhemann,2.0
Charles Loop,Christopher Zach,2.0
Charles Loop,Dinei Florencio,2.0
Charles Loop,James F,2.0
Charles Loop,Marc Stamminger,2.0
Charles Loop,Matthew Fisher,2.0
Charles Loop,Matthias Nie ner,2.0
Charles Loop,Michael Zollh fer,2.0
Charles Loop,Shahram Izadi,2.0
Charles Loop,Zhengyou Zhang,2.0
Charles P Thacker,Chen Chang,2.0
Charles P Thacker,John D Davis,2.0
Charles Reis,David Wetherall,2.0
Charles Reis,John Zahorjan,2.0
Charles Reis,Maya Rodrig,2.0
Charles Reis,Ratul Mahajan,2.0
Charles Rose,Michael F Cohen,2.0
Charles Sutton,Christian Bird,2.0
Charles Sutton,Earl T Barr,2.0
Charles Sutton,Miltiadis Allamanis,2.0
Charles Sutton,Tom Minka,2.0
Charles Wallace,Margus Veanes,2.0
Charlie Cursinger,Christian Siefert,2.0
Charlie Cursinger,Scott Kaplan,2.0
Charlie Foster,Melvyn Hillsdon,2.0
Charlie Foster,Paul Kelly,2.0
Charlie Foster,Steve Hodges,2.0
Charlie Foster,Wilby Williamson,2.0
Charlie Kaufman,Geoff Outhred,2.0
Charlie Kaufman,Karthick Jayaraman,2.0
Charlie Kaufman,Martin Abadi,2.0
Charlie Kaufman,Michael Burrows,2.0
Charlie Kaufman,Morrie Gasser,2.0
Charlie Kaufman,Nikolaj Bjrner,2.0
Charlie Koven,Chris D Jones,2.0
Charlie Koven,Eric A Davidson,2.0
Charlie Koven,Francesca Hopkins,2.0
Charlie Koven,Hanqin Tian,2.0
Charlie Koven,James T Rerson,2.0
Charlie Koven,Jennifer W Harden,2.0
Charlie Koven,Jianyang Xia,2.0
Charlie Koven,Junyi Liang,2.0
Charlie Koven,Katerina Georgiou,2.0
Charlie Koven,Katherine E O Todd-Brown,2.0
Charlie Koven,Kees Jan van Groenigen,2.0
Charlie Koven,Lifen Jiang,2.0
Charlie Koven,Margaret Torn,2.0
Charlie Koven,Mark J Lara,2.0
Charlie Koven,Matthew J Smith,2.0
Charlie Koven,Niels H Batjes,2.0
Charlie Koven,Nuno Carvalhais,2.0
Charlie Koven,Oleksra Hararuk,2.0
Charlie Koven,Philippe Ciais,2.0
Charlie Koven,Robert B Jackson,2.0
Charlie Koven,Steven D Allison,2.0
Charlie Koven,Tao Zhou,2.0
Charlie Koven,Tristan O West,2.0
Charlie Koven,Victor Brovkin,2.0
Charlie Koven,William Parton,2.0
Charlie Koven,William R Wieder,2.0
Charlie Koven,Xia Xu,2.0
Charlie Koven,Xiaofeng Xu,2.0
Charlie Koven,Yaxing Wei,2.0
Charlie Koven,Ying Ping Wang,2.0
Charlie Koven,Yiqi Luo,2.0
Charlie Koven,Yujie He,2.0
Charlotte Staples,Robert M Ewers,2.0
Charlotte Staples,Sadia Ahmed,2.0
Charu Aggarwal,Haixun Wang,2.0
Charu Aggarwal,Yatao Li,2.0
Chas Boyd,Naga K,2.0
Chauncey Parker,Gina D Venolia,2.0
Chauncey Parker,Joshua Goodman,2.0
Chauncey Parker,Keith Steury,2.0
Chen Chang,John D Davis,2.0
Chen Chen,Chuanxiong Guo,2.0
Chen Chen,Guohan Lu,2.0
Chen Chen,Jiaxin Cao,2.0
Chen Chen,Yibo Zhu,2.0
Chen Chen,Yixin Zheng,2.0
Chen Chen,Yongguang Zhang,2.0
Chen Chen,Yongqiang Xiong,2.0
Chen Ding,Trishul Chilimbi,2.0
Chen Lin,Jiang-Ming Yang,2.0
Chen Lin,Lei Zhang,2.0
Chen Lin,Rui Cai,2.0
Chen Lin,Wei Wang,2.0
Chen Lin,Xin-Jing Wang,2.0
Chen Tian,Chuanxiong Guo,2.0
Chen Tian,Dan Li,2.0
Chen Tian,Guohan Lu,2.0
Chen Tian,Haitao Wu,2.0
Chen Tian,Songwu Lu,2.0
Chen Tian,Xuan Zhang,2.0
Chen Tian,Yongguang Zhang,2.0
Chen Tian,Yunfeng Shi,2.0
Chen Wang,Guihong,2.0
Chen Wang,Hang Li,2.0
Chen Wang,Keping Bi,2.0
Chen Wang,Yunhua Hu,2.0
Chen Yanyun,Heung-Yeung Shum,2.0
Chen Yanyun,Hua Zhong,2.0
Chen Yanyun,Stephen Lin,2.0
Chen Yanyun,Ying-Qing Xu,2.0
Chen Zhao,Jennifer Marlow,2.0
Chen-Hsiang Yeang,Martin Szummer,2.0
Chen-Tse Tsai,Christopher JC Burges,2.0
Chen-Tse Tsai,Hao Ma,2.0
Chen-Tse Tsai,Huan Sun,2.0
Chen-Tse Tsai,Jingjing Liu,2.0
Chen-Tse Tsai,Ming-Wei Chang,2.0
Chencheng Ye,Hucheng Zhou,2.0
Chencheng Ye,Jiaxing Zhang,2.0
Chencheng Ye,Lidong Zhou,2.0
Chencheng Ye,Tian Xiao,2.0
Chencheng Ye,Wei Lin,2.0
Chencheng Ye,Wenguang Chen,2.0
Chencheng Ye,Xi Wang,2.0
Chencheng Ye,Xu Zhao,2.0
Chencheng Ye,Zhenyu Guo,2.0
Cheng Chen,Fan Yang,2.0
Cheng Chen,Haoxiang Lin,2.0
Cheng Chen,Lidong Zhou,2.0
Cheng Chen,Mao Yang,2.0
Cheng Chen,Sean McDirmid,2.0
Cheng Chen,Xueying Guo,2.0
Cheng Chen,Zhenyu Guo,2.0
Cheng Huang,Felix Livni,2.0
Cheng Huang,Hao Chen,2.0
Cheng Huang,Jay Thaler,2.0
Cheng Huang,Jiajun Wang,2.0
Cheng Huang,John Erickson,2.0
Cheng Huang,Matt McCutchen,2.0
Cheng Huang,Pantazis Deligiannis,2.0
Cheng Huang,Paul Thomson,2.0
Cheng Huang,Rashmi Mudduluru,2.0
Cheng Huang,Shaz Qadeer,2.0
Cheng Huang,Shuo Chen,2.0
Cheng Huang,Viveck R Cadambe,2.0
Cheng Huang,Wolfram Schulte,2.0
Cheng Huang,Y Angela Wang,2.0
Cheng Huang,Y Richard Yang,2.0
Cheng Huang,Ye Wang,2.0
Cheng Huang,Yikang Xu,2.0
Cheng Huang,jin Li,2.0
Cheng Yang,Paul S Bradley,2.0
Cheng Yang,Usama Fayyad,2.0
Cheng Zhang,Gregory D Abowd,2.0
Cheng Zhang,Hucheng Zhou,2.0
Cheng Zhang,John Guiver,2.0
Cheng Zhang,Mike Gartrell,2.0
Cheng Zhang,Ming Wu,2.0
Cheng Zhang,Steve Hodges,2.0
Cheng Zhang,Thomas P Minka,2.0
Cheng Zhang,Yordan Zaykov,2.0
Cheng Zhang,Yoshihiro Kawahara,2.0
Cheng Zhang,Yu Fan,2.0
Cheng Zhang,Zheng,2.0
Cheng Zhang,Zheng Zhang,2.0
Cheng Zhang,Zhenyu Guo,2.0
ChengXiang,Jian-Tao Sun,2.0
ChengXiang,Xuanhui Wang,2.0
ChengXiang,Zheng Chen,2.0
ChengXiang Zhai,Kuansan Wang,2.0
ChengXiang Zhai,Yanen Li,2.0
ChengXiang Zhai,Yuanhua Lv,2.0
Chenglei Wu,Christian Theobalt,2.0
Chenglei Wu,Christoph Rhemann,2.0
Chenglei Wu,Christopher Zach,2.0
Chenglei Wu,Marc Stamminger,2.0
Chenglei Wu,Matthew Fisher,2.0
Chenglei Wu,Matthias Nie ner,2.0
Chenglei Wu,Michael Zollh fer,2.0
Chenglei Wu,Shahram Izadi,2.0
Chengnian SUN,Dongmei ZHANG,2.0
Chengnian SUN,Haidong Zhang,2.0
Chengnian SUN,Hongyu ZHANG,2.0
Chengnian SUN,Jian-Guang LOU,2.0
Chengnian SUN,Qiang WANG,2.0
Chengnian SUN,Siau-Cheng Khoo,2.0
Chengtao Li,Jian-Tao Sun,2.0
Chengtao Li,Zheng,2.0
Chengtao Li,Zheng Chen,2.0
Chenguang Shen,Ratul Mahajan,2.0
Chenguang Shen,Rayman Preet Singh,2.0
Chenguang Wang,Chi-Ho Li,2.0
Chenguang Wang,Ming,2.0
Chenguang Wang,Shujie LIU,2.0
Chenguang Zhu,Dong Wang,2.0
Chenguang Zhu,Haixun Wang,2.0
Chenguang Zhu,Tom Minka,2.0
Chengxiang,Jian-Tao Sun,2.0
Chengxiang,Tao Tao,2.0
Chengxiang,Xuanhui Wang,2.0
Chengxiang Zhai,Emre K c man,2.0
Chengxiang Zhai,Huizhong Duan,2.0
Chengyang Zhang,Guangzhong Sun,2.0
Chengyang Zhang,Wei Wang,2.0
Chengyang Zhang,Wenlei Xie,2.0
Chengyang Zhang,Yin Lou,2.0
Chenhao Tan,Fei Wang,2.0
Chenhao Tan,Ping Li,2.0
Chenren Xu,Chi Zhang,2.0
Chenren Xu,Christian Beder,2.0
Chenren Xu,Christos Laoudias,2.0
Chenren Xu,Chunshui Zhao,2.0
Chenren Xu,Daniel Lee,2.0
Chenren Xu,Demetrios Zeinalipour-Yazti,2.0
Chenren Xu,Dimitrios Lymberopoulos,2.0
Chenren Xu,Domenico Colucci,2.0
Chenren Xu,Domenico Giustiniano,2.0
Chenren Xu,Filip Lemic,2.0
Chenren Xu,Gerald Pirkl,2.0
Chenren Xu,Han Zou,2.0
Chenren Xu,Hao Jiang,2.0
Chenren Xu,Hongkai Wen,2.0
Chenren Xu,Jasper Buesch,2.0
Chenren Xu,Jie Liu,2.0
Chenren Xu,Leo Selavo,2.0
Chenren Xu,Liqun Li,2.0
Chenren Xu,Lucas Martins,2.0
Chenren Xu,Maciej Nikodem,2.0
Chenren Xu,Martin Klepal,2.0
Chenren Xu,Maurizio Rea,2.0
Chenren Xu,Nasim Ahmed,2.0
Chenren Xu,Niranjini Rajagopal,2.0
Chenren Xu,Pasquale Ambrosini,2.0
Chenren Xu,Patrick Lazik,2.0
Chenren Xu,Pawel Hoffmann,2.0
Chenren Xu,Pedro Bello,2.0
Chenren Xu,Peter Hevesi,2.0
Chenren Xu,Romit Roy Choudhury,2.0
Chenren Xu,Ronne Reimann,2.0
Chenren Xu,Simon Schmitt,2.0
Chenren Xu,Souvik Sen,2.0
Chenren Xu,Stephan Adler,2.0
Chenren Xu,Szymon Szymczak,2.0
Chenren Xu,Thomas Schmid,2.0
Chenren Xu,Traian E Abrudan,2.0
Chenren Xu,Vincent Lenders,2.0
Chenren Xu,Vincenzo Dentamaro,2.0
Chenren Xu,Vladica Sark,2.0
Chenren Xu,Vlado Hziski,2.0
Chenren Xu,Xue Yang,2.0
Chenren Xu,Yu-Kuen Tsai,2.0
Chenren Xu,Zhiping Jiang,2.0
Chenren Xu,Zhuoling Xiao,2.0
Chenxi Lin,Gui-Rong Xue,2.0
Chenxi Lin,Hua-Jun Zeng,2.0
Chenxi Lin,Qiang Yang,2.0
Chenxi Lin,Wensi Xi,2.0
Chenxi Lin,Yong Yu,2.0
Chenxi Lin,Zheng Chen,2.0
Chenyan Xiong,Taifeng Wang,2.0
Chenyan Xiong,Tie-Yan Liu,2.0
Chenyan Xiong,Wenkui Ding,2.0
Chenyan Xiong,Yidong Shen,2.0
Chenyang Lu,Jie Liu,2.0
Chenyang Lu,Ranveer Chra,2.0
Chenyang Lu,Sriram Sankar,2.0
Chenyu Wu,Heung-Yeung Shum,2.0
Chenyu Wu,Sara L Su,2.0
Chenyu Wu,Ying-Qing Xu,2.0
Chenyu Yan,Ishai Menache,2.0
Chenyu Yan,James Larus,2.0
Chenyu Yan,Mikhail Rybalkin,2.0
Chenyu Yan,Peter Bodik,2.0
Chenyu Yan,Sameh Elnikety,2.0
Chenyu Yan,Srikanth Kula,2.0
Chenyu Yan,Virajith Jalaparti,2.0
Chenyu Yan,Yuxiong He,2.0
Cheri A Levinson,Cynthia M Bulik,2.0
Cheri A Levinson,Jaime Teevan,2.0
Cheri A Levinson,Laura Thornton,2.0
Cheri A Levinson,Morgan Walker,2.0
Cheri A Levinson,Munmun De Choudhury,2.0
Cheri A Levinson,Stephanie Zerwas,2.0
Cherian Mathew,Darko Kirovski,2.0
Chetan Bansal,Edward Cutrell,2.0
Chetan Bansal,Madhusudan Parthasarathy,2.0
Chetan Bansal,Naren Datha,2.0
Chetan Bansal,Rahul Kumar,2.0
Chetan Bansal,Siddharth Prakash,2.0
Chetan Bansal,Srinath Bala,2.0
Chetan Bansal,Sriram Rajamani,2.0
Chetan Bansal,William Thies,2.0
Chetan Nayak,Eugeniu Plamadeala,2.0
Chetan Nayak,Jennifer Cano,2.0
Chetan Nayak,Jon Yard,2.0
Chetan Nayak,Meng Cheng,2.0
Chetan Nayak,Michael Mulligan,2.0
Chi Wang,Clare R Voss,2.0
Chi Wang,Fangbo Tao,2.0
Chi Wang,Heng Ji,2.0
Chi Wang,Jialu Liu,2.0
Chi Wang,Jingbo Shang,2.0
Chi Wang,Phil A Bernstein,2.0
Chi Wang,Philip A Bernstein,2.0
Chi Wang,Silu Huang,2.0
Chi Wang,Surajit,2.0
Chi Wang,Surajit Chaudhuri,2.0
Chi Wang,Tao Cheng,2.0
Chi Wang,Wei Chen,2.0
Chi Wang,Xueqing Liu,2.0
Chi Wang,Yajun Wang,2.0
Chi Wang,Yanglei Song,2.0
Chi Zhang,Christian Beder,2.0
Chi Zhang,Christos Laoudias,2.0
Chi Zhang,Chunshui Zhao,2.0
Chi Zhang,Daniel Lee,2.0
Chi Zhang,Demetrios Zeinalipour-Yazti,2.0
Chi Zhang,Dimitrios Lymberopoulos,2.0
Chi Zhang,Domenico Colucci,2.0
Chi Zhang,Domenico Giustiniano,2.0
Chi Zhang,Filip Lemic,2.0
Chi Zhang,Gerald Pirkl,2.0
Chi Zhang,Han Zou,2.0
Chi Zhang,Hao Jiang,2.0
Chi Zhang,Hongkai Wen,2.0
Chi Zhang,Jasper Buesch,2.0
Chi Zhang,Jie Liu,2.0
Chi Zhang,Leo Selavo,2.0
Chi Zhang,Liqun Li,2.0
Chi Zhang,Lucas Martins,2.0
Chi Zhang,Maciej Nikodem,2.0
Chi Zhang,Martin Klepal,2.0
Chi Zhang,Maurizio Rea,2.0
Chi Zhang,Nasim Ahmed,2.0
Chi Zhang,Niranjini Rajagopal,2.0
Chi Zhang,Pasquale Ambrosini,2.0
Chi Zhang,Patrick Lazik,2.0
Chi Zhang,Pawel Hoffmann,2.0
Chi Zhang,Pedro Bello,2.0
Chi Zhang,Peter Hevesi,2.0
Chi Zhang,Romit Roy Choudhury,2.0
Chi Zhang,Ronne Reimann,2.0
Chi Zhang,Simon Schmitt,2.0
Chi Zhang,Souvik Sen,2.0
Chi Zhang,Stephan Adler,2.0
Chi Zhang,Szymon Szymczak,2.0
Chi Zhang,Thomas Schmid,2.0
Chi Zhang,Traian E Abrudan,2.0
Chi Zhang,Vincent Lenders,2.0
Chi Zhang,Vincenzo Dentamaro,2.0
Chi Zhang,Vladica Sark,2.0
Chi Zhang,Vlado Hziski,2.0
Chi Zhang,Xue Yang,2.0
Chi Zhang,Yu-Kuen Tsai,2.0
Chi Zhang,Zhiping Jiang,2.0
Chi Zhang,Zhuoling Xiao,2.0
Chi-Ho Li,Ming,2.0
Chi-Ho Li,Shujie LIU,2.0
Chi-Hui Lee,Dong Yu,2.0
Chi-Hui Lee,Hui Lin,2.0
Chi-Hui Lee,Li Deng,2.0
Chi-Hui Lee,Yifan Gong,2.0
Chi-Keung Tang,Dong Xu,2.0
Chi-Keung Tang,Haoda Huang,2.0
Chi-Keung Tang,Jiaping Wang,2.0
Chi-Keung Tang,Junfeng He,2.0
Chi-Keung Tang,Shuntaro Yamazaki,2.0
Chi-Keung Tang,Xiaoou Tang,2.0
Chi-Keung Tang,Xin Tong,2.0
Chi-Keung Tang,Yiming Liu,2.0
Chi-Keung Tang,Zhouchen Lin,2.0
Chi-Wing Fu,Hongwei Li,2.0
Chi-Wing Fu,Li-Yi Wei,2.0
Chi-Wing Fu,Pedro Ser,2.0
Chi-Yao Hong,Roger Wattenhofer,2.0
Chi-Yao Hong,Rogger Wattenhofer,2.0
Chi-Yi Chen,Heung-Yeung Shum,2.0
Chi-Yi Chen,Jiao-Ying Shi,2.0
Chi-Yi Chen,Ying-Qing Xu,2.0
Chi-ho Li,Mu Li,2.0
Chia-Jung Lee,Jaime Teevan,2.0
Chia-Jung Lee,Sebastian de la Chica,2.0
Chia-pao,Chuntao Hong,2.0
Chia-pao,Dong Zhou,2.0
Chia-pao,Lidong Zhou,2.0
Chia-pao,Lintao Zhang,2.0
Chia-pao,Mao Yang,2.0
Chieh-Han Wu,Yang Song,2.0
Chieh-Jan Mike Liang,Christos Faloutsos,2.0
Chieh-Jan Mike Liang,Hao Liu,2.0
Chieh-Jan Mike Liang,Haozhun Jin,2.0
Chieh-Jan Mike Liang,Hyogon Kim,2.0
Chieh-Jan Mike Liang,Jihun Ha,2.0
Chieh-Jan Mike Liang,JongArm Jun,2.0
Chieh-Jan Mike Liang,Lei Li,2.0
Chieh-Jan Mike Liang,Lenin Ravindranath,2.0
Chieh-Jan Mike Liang,Lenin Ravindranath Sivalingam,2.0
Chieh-Jan Mike Liang,Seungho Kuk,2.0
Chieh-Jan Mike Liang,Xiang Shan,2.0
Chieh-Jan Mike Liang,Yan Liu,2.0
Chieh-Jan Mike Liang,Yang Yang,2.0
Chieh-Jan Mike Liang,Yong Yu,2.0
Chieh-Jan Mike Liang,Yongtae Park,2.0
Chien-Ju Ho,Jennifer Wortman,2.0
Chien-Ju Ho,Shahin Jabbari,2.0
Chien-Ju Jo,Jennifer Wortman Vaughan,2.0
Chien-Ju Jo,Siddharth Suri,2.0
Chin-Hui,Sabato Marco Siniscalchi,2.0
Chin-Hui,Sabato Marco Siniscalchia,2.0
Chin-Hui,Yu Tsao,2.0
Chin-Hui Lee,I-Fan Chen,2.0
Chin-Hui Lee,Sabato Siniscalchi,2.0
Chin-Yew Lin,Jingtian Jiang,2.0
Chin-Yew Lin,Ming Zhang,2.0
Chin-Yew Lin,Nick Craswell,2.0
Chin-Yew Lin,Ruihua Song,2.0
Chin-Yew Lin,Stephen Robertson,2.0
Chin-Yew Lin,Tao Sun,2.0
Chin-Yew Lin,Tetsuya Sakai,2.0
Chin-Yew Lin,Wei Chen,2.0
Chin-Yew Lin,Xiaorui Sun,2.0
Chin-Yew Lin,Yajun Wang,2.0
Chin-Yew Lin,Yong Rui,2.0
Chin-Yew Lin,Zhenming Liu,2.0
Chin-Yew Lin,Zhicheng Dou,2.0
Chin-hui Lee,Dong Yu,2.0
Chin-hui Lee,Li Deng,2.0
Chin-hui Lee,Sabato Marco Siniscalchi,2.0
Chinmay Kulkarni,Joseph Joy,2.0
Chinmay Kulkarni,Naren Datha,2.0
Chinmay Kulkarni,Neeharika Adabala,2.0
Chinmay Kulkarni,joseph joy,2.0
Chinmay Kulkarni,naren datha,2.0
Chinmay Kulkarni,neeharika adabala,2.0
Chinnappa Kodira,Christopher Birch,2.0
Chinnappa Kodira,Cory M McMahon,2.0
Chinnappa Kodira,David Heckerman,2.0
Chinnappa Kodira,Edward D Gomperts,2.0
Chinnappa Kodira,Eric S Daar,2.0
Chinnappa Kodira,Florian Bihl,2.0
Chinnappa Kodira,Georg M Lauer,2.0
Chinnappa Kodira,Gerond V Lake-Bakaar,2.0
Chinnappa Kodira,Hugo R Rosen,2.0
Chinnappa Kodira,Ira M Jacobson,2.0
Chinnappa Kodira,James E Galagan,2.0
Chinnappa Kodira,Jaquelyn F Fleckenstein,2.0
Chinnappa Kodira,Joerg Timm,2.0
Chinnappa Kodira,Jonathan Carlson,2.0
Chinnappa Kodira,Julian Schulze zur Wiesch,2.0
Chinnappa Kodira,Laura L Reyor,2.0
Chinnappa Kodira,Margaret A Madey,2.0
Chinnappa Kodira,Marianna Kleyman,2.0
Chinnappa Kodira,Matthew R Henn,2.0
Chinnappa Kodira,Michael Koehrsen,2.0
Chinnappa Kodira,Niall Lennon,2.0
Chinnappa Kodira,Raymond T Chung,2.0
Chinnappa Kodira,Sarah K Young,2.0
Chinnappa Kodira,Sharyne M Donfield,2.0
Chinnappa Kodira,Thomas Kuntzen,2.0
Chinnappa Kodira,Timothy Ledlie,2.0
Chinnappa Kodira,Todd M,2.0
Chinnappa Kodira,Tony Marion,2.0
Chinnappa Kodira,Ulrich Spengler,2.0
Chinnappa Kodira,Vicki M Park,2.0
Chinnappa Kodira,Yanming Xing,2.0
Chinnappa Kodira,Zhimin Liu,2.0
Chit Wei Saw,Mariusz H Jakubowski,2.0
Chit Wei Saw,Ramarathnam Venkatesan,2.0
Chita R Das,Onur Mutlu,2.0
Chita R Das,Reetuparna Das,2.0
Chita R Das,Thomas Moscibroda,2.0
Chitra Muthukrishnan,George Varghese,2.0
Chitra Muthukrishnan,Pushkar Chitnis,2.0
Chiyi Cheng,Heung-Yeung Shum,2.0
Chiyi Cheng,Jiaoying Shi,2.0
Chiyi Cheng,Ying-Qing Xu,2.0
Chloe Brown,Christos Efstratiou,2.0
Chloe Brown,Daniele Quercia,2.0
Chloe Brown,Ilias Leontiadis,2.0
Chloe Brown,James Scott,2.0
Chloe Brown,Peter Key,2.0
Chong Luo,Jun Sun,2.0
Chong Luo,Ling Chen,2.0
Chong Luo,Minjian Zhang,2.0
Chong Luo,Ruiqin Xiong,2.0
Chong Luo,Wenjun Hu,2.0
Chong Luo,Xiao Lin Liu,2.0
Chong Luo,Zhe Yang,2.0
Chong Luo,Zhihai Song,2.0
Chong Wang,Christopher Meek,2.0
Chong Wang,David Blei,2.0
Chong-Jiang Zhang,Qi Wei,2.0
Chong-Jiang Zhang,YuZhuo Zhong,2.0
Chong-Wah Ngo,Yuan Liu,2.0
Chongyang Ma,Kun Zhou,2.0
Chongyang Ma,Xu Yang,2.0
Chongyang Ma,Ying-Qing Xu,2.0
Chra Kambhamettu,Jingyi Yu,2.0
Chra Kambhamettu,Sing Bing,2.0
Chra Kambhamettu,Stephen Lin,2.0
Chra Kambhamettu,Yuanjie Zheng,2.0
Chra Kintala,Kiem-Phong Vo,2.0
Chra Kintala,Pe-Yu Chung,2.0
Chra Kintala,Yennun Huang,2.0
Chra Kintala,Yi-Min Wang,2.0
Chra Murthy,Krishna Chintalapudi,2.0
Chra Murthy,Ramachran Ramjee,2.0
Chra Murthy,Venkat Padmanabhan,2.0
Chra Murthy,Vishnu Navda,2.0
Chra Nair,Christian Borgs,2.0
Chra Nair,Jennifer Chayes,2.0
Chra Nair,Stephan Mertens,2.0
Chra Prasad,Danny van Velzen,2.0
Chra Prasad,Iman Narasamdya,2.0
Chra Prasad,Milos Gligoric,2.0
Chra Prasad,Wolfram Schulte,2.0
Chramohan A Thekkath,Dave Andersen,2.0
Chramohan A Thekkath,David Lomet,2.0
Chramohan A Thekkath,Doug Terry,2.0
Chramohan A Thekkath,Erwin Oertli,2.0
Chramohan A Thekkath,Ganesh Ananthanarayanan,2.0
Chramohan A Thekkath,Iqbal Mohomed,2.0
Chramohan A Thekkath,John Mitchell,2.0
Chramohan A Thekkath,Kristof Roomp,2.0
Chramohan A Thekkath,Marc Najork,2.0
Chramohan A Thekkath,Marcos K Aguilera,2.0
Chramohan A Thekkath,Marcus Jager,2.0
Chramohan A Thekkath,Mark Lillibridge,2.0
Chramohan A Thekkath,Maya Haridasan,2.0
Chramohan A Thekkath,Mike Burrows,2.0
Chramohan A Thekkath,Minwen Ji,2.0
Chramohan A Thekkath,Nick Murphy,2.0
Chramohan A Thekkath,Omid Fatemieh,2.0
Chramohan A Thekkath,Parya Moinzadeh,2.0
Chramohan A Thekkath,Ranveer Chra,2.0
Chramohan A Thekkath,Timothy Mann,2.0
Chramohan A Thekkath,Umar Farooq Minhas,2.0
Chramohan A Thekkath,Yinglian Xie,2.0
Chrika Cycil,Eric Laurier,2.0
Chrika Cycil,Mark Perry,2.0
Chris,David Keyes,2.0
Chris,Krysta Svore,2.0
Chris,Shelly D Farnham,2.0
Chris,Vicky Yuki,2.0
Chris,William B Dolan,2.0
Chris,krysta svore,2.0
Chris Bailey-Kellog,Debprakash Patnaik,2.0
Chris Bailey-Kellog,K S M Tozammel Hossain,2.0
Chris Bailey-Kellog,Naren Ramakrishnan,2.0
Chris Bailey-Kellog,Prateek Jain,2.0
Chris Bailey-Kellog,Srivatsan Laxman,2.0
Chris Basoglu,Dong Yu,2.0
Chris Basoglu,Eldar Akchurin,2.0
Chris Basoglu,Frank Seide,2.0
Chris Basoglu,Gaizka Navarro,2.0
Chris Basoglu,Geoffrey Zweig,2.0
Chris Basoglu,Guoguo Chen,2.0
Chris Basoglu,Hari Parthasarathi,2.0
Chris Basoglu,Huaming Wang,2.0
Chris Basoglu,Jasha Droppo,2.0
Chris Basoglu,Kaisheng Yao,2.0
Chris Basoglu,Malcolm Slaney,2.0
Chris Basoglu,Mark Hillebr,2.0
Chris Basoglu,Marko Padmilac,2.0
Chris Basoglu,Michael L Seltzer,2.0
Chris Basoglu,Oleksii Kuchaiev,2.0
Chris Basoglu,Olivier Nano,2.0
Chris Basoglu,Philipp Kranen,2.0
Chris Basoglu,Ryan Hoens,2.0
Chris Basoglu,Scott Cyphers,2.0
Chris Basoglu,Vladimir Ivanov,2.0
Chris Basoglu,Wolfgang Manousek,2.0
Chris Basoglu,Xuedong Huang,2.0
Chris Basoglu,Yongqiang Wang,2.0
Chris Basoglu,Yu Zhang,2.0
Chris Basoglu,Zhiheng Huang,2.0
Chris Biemann,Monojit Choudhury,2.0
Chris Bishop,John Guiver,2.0
Chris Bishop,yobach,2.0
Chris Boyce,David Chaszar,2.0
Chris Boyce,Doug Toney,2.0
