source,target,value
Karin Strauss,Rico Malvar,2.0
Karin Strauss,Rodolfo Azevedo,2.0
Karin Strauss,Rodrigo Gonzalez-Alberquilla,2.0
Karin Strauss,Rolph Lopez,2.0
Karin Strauss,Shamsi Iqbal,2.0
Karin Strauss,Stephen M Blackburn,2.0
Karin Strauss,Stuart Schechter,2.0
Karin Strauss,Thomas Moscibroda,2.0
Karin Strauss,Tiejun Gao,2.0
Karin Strauss,Timothy Sherwood,2.0
Karina Yusim,Paul A Goepfert,2.0
Karina Yusim,Paul Farmer,2.0
Karina Yusim,Philip J R Goulder,2.0
Karina Yusim,Philippa Matthews,2.0
Karina Yusim,Richard A Kaslow,2.0
Karina Yusim,Susan Allen,2.0
Karina Yusim,Wendy Lumm,2.0
Karishma Kiri,Kentaro Toyama,2.0
Karishma Kiri,Maithreyi Lakshmi Ratan,2.0
Karishma Kiri,Rafael Fernez MacGregor,2.0
Karishma Kiri,Rama Vedashree,2.0
Karl Chen,Luis Irun-Briz,2.0
Karl Chen,Marcus Peinado,2.0
Karl Chen,Weidong Cui,2.0
Karl Fenech,Kentaro Toyama,2.0
Karl Fenech,Luana Micallef,2.0
Karl Fenech,Saurabh Panjwani,2.0
Karl Meier,Margus Veanes,2.0
Karl Meier,Michael Stewart,2.0
Karl Meier,Mikhail Kisin,2.0
Karl Meier,Nishith Khantal,2.0
Karl Meier,Oscar Almeida,2.0
Karl Meier,Philip Garcia,2.0
Karl Meier,Richard Neil Pittman,2.0
Karl Meier,Risto Serg,2.0
Karl Meier,Sarah Berry,2.0
Karl Meier,Sibin Mohan,2.0
Karl Meier,Steve Liu,2.0
Karl Meier,Warren Linam-Church,2.0
Karl Stratos,Xiaohu Liu,2.0
Karla Okada,Laura Sardinha,2.0
Karla Okada,Tomaz Noleto,2.0
Karolina Alexiou,Per-Ake Larson,2.0
Karsten M Borgwardt,Oliver Stegle,2.0
Karsten M Borgwardt,Theofanis Karaletsos,2.0
Karsten Schwann,Moinuddin K Qureshi,2.0
Karthick Jayaraman,Nikolaj Bjorner,2.0
Karthick Jayaraman,Nikolaj Bjrner,2.0
Karthick Jayaraman,Nuno Lopes,2.0
Karthick Jayaraman,Patrice Godefroid,2.0
Karthik Bhargavan,Yek Chong,2.0
Karthik Bhargavan,Youssef Hamadi,2.0
Karthik Gopalratnam,Sumit Basu,2.0
Karthik Pattabiraman,Nikhil Swamy,2.0
Karthik Raman,Kevyn Collins-Thompson,2.0
Karthik Raman,Krysta M Svore,2.0
Karthik Raman,Paul N Bennett,2.0
Karthik Raman,Pushpak Bhattacharya,2.0
Karthik Raman,Raghavendra Udupa,2.0
Karthik Raman,Ran Gilad-Bachrach,2.0
Karthikeyan Bharagavan,Nikhil Swamy,2.0
Karthikeyan Bharagavan,Pierre-Yves Strub,2.0
Karthikeyan Bhargavan,Luke Valenta,2.0
Karthikeyan Bhargavan,Matthew Green,2.0
Karthikeyan Bhargavan,Nadia Heninger,2.0
Karthikeyan Bhargavan,Paul Zimmermann,2.0
Karthikeyan Bhargavan,Pierrick Gaudry,2.0
Karthikeyan Bhargavan,Santiago Zanella-B guelin,2.0
Karthikeyan Bhargavan,Stephen Tse,2.0
Karthikeyan Bhargavan,Zakir Durumeric,2.0
Kartik Muralidharan,Rajesh Krishna Balan,2.0
Kartik Muralidharan,Sharad Agarwal,2.0
Kashi Venkatesh Vishwanath,Ken Yocum,2.0
Kashi Venkatesh Vishwanath,Nachiappan Nagappan,2.0
Kasper Svendsen,Lars Birkedal,2.0
Kasper Svendsen,Matthew,2.0
Kasturi Bhattacharjee,Saiph Savage,2.0
Kasturi Bhattacharjee,Tobias Hollerer,2.0
Katalin Szlavecz,Ral Burns,2.0
Katalin Szlavecz,Sam Small,2.0
Katalin Vesztergombi,Uli Wagner,2.0
Kate,Tarleton,2.0
Katerina Georgiou,Katherine E O Todd-Brown,2.0
Katerina Georgiou,Kees Jan van Groenigen,2.0
Katerina Georgiou,Lifen Jiang,2.0
Katerina Georgiou,Margaret Torn,2.0
Katerina Georgiou,Mark J Lara,2.0
Katerina Georgiou,Matthew J Smith,2.0
Katerina Georgiou,Niels H Batjes,2.0
Katerina Georgiou,Nuno Carvalhais,2.0
Katerina Georgiou,Oleksra Hararuk,2.0
Katerina Georgiou,Philippe Ciais,2.0
Katerina Georgiou,Robert B Jackson,2.0
Katerina Georgiou,Steven D Allison,2.0
Katerina Georgiou,Tao Zhou,2.0
Katerina Georgiou,Tristan O West,2.0
Katerina Georgiou,Victor Brovkin,2.0
Katerina Georgiou,William Parton,2.0
Katerina Georgiou,William R Wieder,2.0
Katerina Georgiou,Xia Xu,2.0
Katerina Georgiou,Xiaofeng Xu,2.0
Katerina Georgiou,Yaxing Wei,2.0
Katerina Georgiou,Ying Ping Wang,2.0
Katerina Georgiou,Yiqi Luo,2.0
Katerina Georgiou,Yujie He,2.0
Kathe E Todd-Brown,Lifen Jiang,2.0
Kathe E Todd-Brown,Manoj Kc,2.0
Kathe E Todd-Brown,Martin Rasmussen,2.0
Kathe E Todd-Brown,Matthew J Smith,2.0
Kathe E Todd-Brown,Oleksra Hararuk,2.0
Kathe E Todd-Brown,Shuli Niu,2.0
Kathe E Todd-Brown,Xingjie Lu,2.0
Kathe E Todd-Brown,Ying Wang,2.0
Kathe E Todd-Brown,Yingping Wang,2.0
Kathe E Todd-Brown,Yiqi Luo,2.0
Kathe E Todd-Brown,Zheng Shi,2.0
Katherine,Kristin Lauter,2.0
Katherine Coons,Madanlal Musuvathi,2.0
Katherine Coons,Sebastian Burckhardt,2.0
Katherine Coons,Shaz Qadeer,2.0
Katherine Coons,Thomas Ball,2.0
Katherine E Coons,Kathryn S McKinley,2.0
Katherine E Coons,Madan Musuvathi,2.0
Katherine E Coons,Madanlal Musuvathi,2.0
Katherine E Coons,Sebastian Burckhardt,2.0
Katherine E O Todd-Brown,Kees Jan van Groenigen,2.0
Katherine E O Todd-Brown,Lifen Jiang,2.0
Katherine E O Todd-Brown,Margaret Torn,2.0
Katherine E O Todd-Brown,Mark J Lara,2.0
Katherine E O Todd-Brown,Matthew J Smith,2.0
Katherine E O Todd-Brown,Niels H Batjes,2.0
Katherine E O Todd-Brown,Nuno Carvalhais,2.0
Katherine E O Todd-Brown,Oleksra Hararuk,2.0
Katherine E O Todd-Brown,Philippe Ciais,2.0
Katherine E O Todd-Brown,Robert B Jackson,2.0
Katherine E O Todd-Brown,Steven D Allison,2.0
Katherine E O Todd-Brown,Tao Zhou,2.0
Katherine E O Todd-Brown,Tristan O West,2.0
Katherine E O Todd-Brown,Victor Brovkin,2.0
Katherine E O Todd-Brown,William Parton,2.0
Katherine E O Todd-Brown,William R Wieder,2.0
Katherine E O Todd-Brown,Xia Xu,2.0
Katherine E O Todd-Brown,Xiaofeng Xu,2.0
Katherine E O Todd-Brown,Yaxing Wei,2.0
Katherine E O Todd-Brown,Ying Ping Wang,2.0
Katherine E O Todd-Brown,Yiqi Luo,2.0
Katherine E O Todd-Brown,Yujie He,2.0
Katherine E Todd-Brown,Matthew J Smith,2.0
Katherine E Todd-Brown,Stephen D Allison,2.0
Katherine E Todd-Brown,Yiqi Luo,2.0
Katherine Everitt,Meredith Ringel Morris,2.0
Kathleen Mc,Lucy Verwende,2.0
Kathryn McKinley,Ryder Ziola,2.0
Kathryn McKinley,Scott Saponas,2.0
Kathryn McKinley,Stephen M Blackburn,2.0
Kathryn McKinley,Tiejun Gao,2.0
Kathryn McKinley,Todd Mytkowicz,2.0
Kathryn S McKinely,Stephen M Blackburn,2.0
Kathryn S McKinely,Tiejin Gao,2.0
Kathryn S McKinely,Ting Coa,2.0
Kathryn S McKinley,Lieven Eeckhout,2.0
Kathryn S McKinley,Lisa Hua,2.0
Kathryn S McKinley,Luis Ceze,2.0
Kathryn S McKinley,Madan Musuvathi,2.0
Kathryn S McKinley,Mario Nemirovsky,2.0
Kathryn S McKinley,Mark D Hill,2.0
Kathryn S McKinley,Martin Hirzel,2.0
Kathryn S McKinley,Michael Hicks,2.0
Kathryn S McKinley,Michael M Swift,2.0
Kathryn S McKinley,Osman  nsal,2.0
Kathryn S McKinley,Pavel Panchekha,2.0
Kathryn S McKinley,Ricardo Bianchini,2.0
Kathryn S McKinley,Robert Grimm,2.0
Kathryn S McKinley,Stephen Magill,2.0
Kathryn S McKinley,Suriya Subramaniam,2.0
Kathryn S McKinley,Ting Cao,2.0
Kathryn S McKinley,Tracy Camp,2.0
Kathryn S McKinley,Vasileios Karakostas,2.0
Kathryn S McKinley,Wim Heirman,2.0
Kathryn S McKinley,Yong hun Eom,2.0
Kathryn Zyskowski,Mary L Gray,2.0
Kathryn Zyskowski,Meredith Ringel Morris,2.0
Kathryn Zyskowski,Shaun Kane,2.0
Katie Derthick,Nicolas Villar,2.0
Katja Grufberg,Marcus Lund n,2.0
Katja Grufberg,Niklas Wirstr m,2.0
Katja Grufberg,Petra Sundstr m,2.0
Katja Hofmann,Maarten de,2.0
Katja Hofmann,Masrour Zoghi,2.0
Katja Hofmann,Milad Shokouhi,2.0
Katja Hofmann,Miroslav Dud k,2.0
Katja Hofmann,Robert E Schapire,2.0
Katja Hofmann,Ulrich Paquet,2.0
Katja Hofmann,Weinan Zhang,2.0
Katja Hofmann,Yiwei Chen,2.0
Katrin Verclas,Kentaro Toyama,2.0
Katrina Panovich,Meredith Ringel Morris,2.0
Katsumi,Kosetsu Tsukuda,2.0
Katsumi,Tetsuya Sakai,2.0
Katsumi,Zhicheng Dou,2.0
Katsushi Ikeuchi,Ko Nishino,2.0
Katsushi Ikeuchi,Masao Sakauchi,2.0
Katsushi Ikeuchi,Neel Joshi,2.0
Katsushi Ikeuchi,Tomoaki Higo,2.0
Kaushik Chakrabarti,Lev Novik,2.0
Kaushik Chakrabarti,Manoj Syamala,2.0
Kaushik Chakrabarti,Meihui Zhang,2.0
Kaushik Chakrabarti,Mohamed Yakout,2.0
Kaushik Chakrabarti,Mohan Yang,2.0
Kaushik Chakrabarti,Phil A Bernstein,2.0
Kaushik Chakrabarti,Philip A Bernstein,2.0
Kaushik Chakrabarti,Senjuti Basu Roy,2.0
Kaushik Chakrabarti,Seung-won,2.0
Kaushik Chakrabarti,Silu Huang,2.0
Kaushik Chakrabarti,Tomasz Tylenda,2.0
Kaushik Chakrabarti,Vivek Narasayya,2.0
Kaushik Chakrabarti,Xu Chu,2.0
Kaushik Chakrabarti,Yanyan Shen,2.0
Kaushik Rajan,Rupesh Nasre,2.0
Kaushik Rajan,Sriram Rajamani,2.0
Kaushik Rajan,Sujoy Saraswati,2.0
Kaushik Rajan,Sya Mannarswamy,2.0
Kaushik Rajan,Uday P Khedker,2.0
Kaushik Rajan,bill thies,2.0
Kaushik Veeraraghavan,Krishna PN Puttaswamy,2.0
Kaustubh Kalgaonkar,Mike Seltzer,2.0
Kaveh Razavi,Paolo Costa,2.0
Kawata VKS,Liu P,2.0
Kawata VKS,Moignard V,2.0
Kawata VKS,Sch tte J,2.0
Kawata VKS,Swiers G,2.0
Kawata VKS,Tanaka Y,2.0
Kawata VKS,Tijssen MR,2.0
Kawata VKS,Wilkinson A,2.0
Kawata VKS,Woodhouse S,2.0
Kawata VKS,de Bruijn MFTR,2.0
Kayur Patel,Naomi Bancroft,2.0
Kayvon Fatahalian,Kurt Akeley,2.0
Kayvon Fatahalian,Pat,2.0
Kayvon Fatahalian,Solomon Boulos,2.0
Kazuhito Koishida,Naveen Thumpudi,2.0
Kazuhito Koishida,Sanjeev Mehrotra,2.0
Kazuhito Koishida,Wei-ge Chen,2.0
Kazumasa Yamamoto,Kenichi Kumatani,2.0
Kazumasa Yamamoto,Rita Singh,2.0
Kazumasa Yamamoto,Takayuki Arakawa,2.0
Ke Deng,Lifeng Wang,2.0
Ke Deng,Tao Feng,2.0
Ke Deng,Zhidong Deng,2.0
Ke Deng,Zhouchen Lin,2.0
Kees Jan van Groenigen,Lifen Jiang,2.0
Kees Jan van Groenigen,Margaret Torn,2.0
Kees Jan van Groenigen,Mark J Lara,2.0
Kees Jan van Groenigen,Matthew J Smith,2.0
Kees Jan van Groenigen,Niels H Batjes,2.0
Kees Jan van Groenigen,Nuno Carvalhais,2.0
Kees Jan van Groenigen,Oleksra Hararuk,2.0
Kees Jan van Groenigen,Philippe Ciais,2.0
Kees Jan van Groenigen,Robert B Jackson,2.0
Kees Jan van Groenigen,Steven D Allison,2.0
Kees Jan van Groenigen,Tao Zhou,2.0
Kees Jan van Groenigen,Tristan O West,2.0
Kees Jan van Groenigen,Victor Brovkin,2.0
Kees Jan van Groenigen,William Parton,2.0
Kees Jan van Groenigen,William R Wieder,2.0
Kees Jan van Groenigen,Xia Xu,2.0
Kees Jan van Groenigen,Xiaofeng Xu,2.0
Kees Jan van Groenigen,Yaxing Wei,2.0
Kees Jan van Groenigen,Ying Ping Wang,2.0
Kees Jan van Groenigen,Yiqi Luo,2.0
Kees Jan van Groenigen,Yujie He,2.0
Kehuan Zhang,Zhou Li,2.0
Keiko,Yun-Cheng Ju,2.0
Keita Higuchi,Philip A Chou,2.0
Keita Higuchi,Yinpeng Chen,2.0
Keita Higuchi,Zhengyou Zhang,2.0
Keita Higuchi,Zicheng Liu,2.0
Keith Battocchi,Matteo Taveggia,2.0
Keith Battocchi,Tao Liu,2.0
Keith Battocchi,Uladzimir Matsveyeu,2.0
Keith Battocchi,Wonseok Chae,2.0
Keith Crochow,Mark Stoermer,2.0
Keith Crochow,Roger Barga,2.0
Keith Macaulay,Mark H Bennett,2.0
Keith Macaulay,Mathew G Lewsey,2.0
Keith Macaulay,Michael Moulin,2.0
Keith Macaulay,Neil Dalchau,2.0
Keith Marzullo,Meg Walraed-Sullivan,2.0
Keith W Ross,Philip A Chou,2.0
Keith W Ross,Sanjeev Mehrotra,2.0
Keith W Ross,Y Angela Wang,2.0
Kejun Zhao,Xiaofeng Meng,2.0
Kejun Zhao,Zhongyuan Wang,2.0
Keman Yu,Shan Lu,2.0
Keman Yu,Tielin He,2.0
Keman Yu,Yu Chen,2.0
Keman Yu,Yunfeng Lin,2.0
Ken,Kenton O'Hara,2.0
Ken,Otmar Hilliges,2.0
Ken,Patrick Baudisch,2.0
Ken,Paul Andre,2.0
Ken,Shahram Izadi,2.0
Ken,mc Schraefel,2.0
Ken Baclawski,Prakash Sundaresan,2.0
Ken Baclawski,Susanne Englert,2.0
Ken Birman,Mahesh Balakrishnan,2.0
Ken Birman,Mike Massa,2.0
Ken Birman,Rob Short,2.0
Ken Birman,Robbert Van Renesse,2.0
Ken Birman,Robert Burgess,2.0
Ken Birman,Rod Gamache,2.0
Ken Birman,Werner Vogels,2.0
Ken Birman,Ymir Vigfusson,2.0
Ken Birman,Yoav Tock,2.0
Ken Church,Stefan Kombrink,2.0
Ken Church,Tomas Mikolov,2.0
Ken Eguro,Larry Laugesen,2.0
Ken Eguro,Louis Woods,2.0
Ken Eguro,Meg Davis,2.0
Ken Eguro,Neil Pittman,2.0
Ken Eguro,Paul Larson,2.0
Ken Eguro,Phillip Leong,2.0
Ken Eguro,Prasang Upadhyaya,2.0
Ken Eguro,Ramaratnam Venkatesan,2.0
Ken Eguro,Rene Mueller,2.0
Ken Eguro,Rene M ller,2.0
Ken Eguro,Ruirui Gu,2.0
Ken Eguro,Steve Liu,2.0
Ken Eguro,Wayne Luk,2.0
Ken Eguro,Weiqin Ma,2.0
Ken Eguro,Wenchao Li,2.0
Ken Eguro,William Bengston,2.0
Ken Eguro,William Somers,2.0
Ken Eguro,Zhanpeng Jin,2.0
Ken Eguro,Zhimin Chen,2.0
Ken Hinckley,Maneesh Agrawala,2.0
Ken Hinckley,Marcel Gavriliu,2.0
Ken Hinckley,Mary Czerwinski,2.0
Ken Hinckley,Meredith Ringel Morris,2.0
Ken Hinckley,Neal Kassell,2.0
Ken Hinckley,Pourang Irani,2.0
Ken Hinckley,Raman Sarin,2.0
Ken Hinckley,Ravin Balakrishnan,2.0
Ken Hinckley,Richard Stoakley,2.0
Ken Hinckley,Richard Szeliski,2.0
Ken Hinckley,Robert DeLine,2.0
Ken Hinckley,Robert Gruen,2.0
Ken Hinckley,Shahram Izadi,2.0
Ken Hinckley,Shamsi Iqbal,2.0
Ken Hinckley,Steve Bathiche,2.0
Ken Hinckley,Tim,2.0
Ken Hinckley,William Buxton,2.0
Ken Hinckley,Xiang 'Anthony' Chen,2.0
Ken Hinckley,Xiang Cao,2.0
Ken McMillan,Rahul Sharma,2.0
Ken McMillan,Shuvendu Lahiri,2.0
Ken Pierce,Scott McFurling,2.0
Ken Pierce,Zheng Wung,2.0
Ken Shan,Matthew Br,2.0
Ken Wood,Laurel Swan,2.0
Ken Wood,Narinder Kapur,2.0
Ken Wood,Rachel Eardley,2.0
Ken Wood,Richard Harper,2.0
Ken Wood,Shahram Izadi,2.0
Ken Wood,Steve Hodges,2.0
Ken Wood,steve hodges,2.0
Ken Woodberry,Narinder Kapur,2.0
Ken Woodberry,Peter Watson,2.0
Ken Woodberry,Steve Hodges,2.0
Keng Siang Ooi,Kentaro Toyama,2.0
Keng Siang Ooi,Matthew Phiong,2.0
Keng Siang Ooi,Mike Koenig,2.0
Keng Siang Ooi,Pushkar V Chitnis,2.0
Keng Siang Ooi,Sunan Chakraborty,2.0
Kenghao Chang,Tim Paek,2.0
Kenghao Chang,Tirthankar Sengupta,2.0
Kenichi Kumatani,Rita Singh,2.0
Kenichi Kumatani,Takayuki Arakawa,2.0
Kenji Takeda,Matteo Taveggia,2.0
Kenji Takeda,Paolo Missier,2.0
Kenji Takeda,Philippa Reed,2.0
Kenji Takeda,Richard Boardman,2.0
Kenji Takeda,Samin Ishtiaq,2.0
Kenji Takeda,Simon Cox,2.0
Kenji Takeda,Simon Woodman,2.0
Kenji Takeda,Tao Liu,2.0
Kenji Takeda,Tom Crick,2.0
Kenji Takeda,Uladzimir Matsveyeu,2.0
Kenji Takeda,Wonseok Chae,2.0
Kenji Takeda,Y Xu,2.0
Kenneth Church,Liying Sui,2.0
Kenneth Church,Martin Markov,2.0
Kenneth Church,Ping Li,2.0
Kenneth Church,Robert Ragno,2.0
Kenneth Church,Surajit Chaudhuri,2.0
Kenneth L McMillan,Mooly Sagiv,2.0
Kenneth L McMillan,Thomas Dillig,2.0
Kenneth P Herndon,Nate Huang,2.0
Kenneth P Herndon,Noah Parker,2.0
Kenneth P Herndon,Tom Meyer,2.0
Kenneth R,Rachel Eardley,2.0
Kenneth R,Richard Harper,2.0
Kenneth R,S Izadi,2.0
Kenneth R,Tim Regan,2.0
Kenneth Tran,Lei Zhang,2.0
Kenneth Tran,Lexing Ying,2.0
Kenneth Tran,Lin Xiao,2.0
Kenneth Tran,Mikhail Bilenko,2.0
Kenneth Tran,Saghar Hosseini,2.0
Kenneth Tran,Thomas Finley,2.0
Kenneth Tran,Xiaodong He,2.0
Kenny Q Zhu,Peipei Li,2.0
Kenny Q Zhu,Xindong,2.0
Kenny Q Zhu,Zhongyuan Wang,2.0
Kenny Zhu,Zhongyuan Wang,2.0
Kentaro,Nagasena Gautama S N,2.0
Kentaro,Nithya Sambasivan,2.0
Kentaro Toyama,Larry Zitnick,2.0
Kentaro Toyama,Lilian Zia,2.0
Kentaro Toyama,Luana Micallef,2.0
Kentaro Toyama,M Kaleem Rahman,2.0
Kentaro Toyama,Maithreyi Lakshmi Ratan,2.0
Kentaro Toyama,Matthew Kam,2.0
Kentaro Toyama,Matthew Phiong,2.0
Kentaro Toyama,Meera Lakshmanan,2.0
Kentaro Toyama,Michael Best,2.0
Kentaro Toyama,Mike Koenig,2.0
Kentaro Toyama,Mohammed Kaleemur Rahman,2.0
Kentaro Toyama,Nithya Sambasivan,2.0
Kentaro Toyama,Pushkar V Chitnis,2.0
Kentaro Toyama,Rafael Fernez MacGregor,2.0
Kentaro Toyama,Raghu Menon,2.0
Kentaro Toyama,Rama Vedashree,2.0
Kentaro Toyama,Richard Szeliski,2.0
Kentaro Toyama,Rohit Chaudhri,2.0
Kentaro Toyama,S Raghu Menon,2.0
Kentaro Toyama,SN Nagasena Gautama,2.0
Kentaro Toyama,Sambit Satpathy,2.0
Kentaro Toyama,Satish Kumar,2.0
Kentaro Toyama,Saurabh Panjwani,2.0
Kentaro Toyama,Sean Blagsvedt,2.0
Kentaro Toyama,Somani Patnaik,2.0
Kentaro Toyama,Sunan Chakraborty,2.0
Kentaro Toyama,Susan Dray,2.0
Kentaro Toyama,Tapan Parikh,2.0
Kentaro Toyama,Teresa Peters,2.0
Kentaro Toyama,Thanuja Subramaniam,2.0
Kentaro Toyama,Thomas N Smyth,2.0
Kentaro Toyama,Udai Singh Pawar,2.0
Kentaro Toyama,Uday Athavankar,2.0
Kentaro Toyama,William Thies,2.0
Kentaro Yamamoto,Midori Tatsumi,2.0
Kentaro Yamamoto,Takako Aikawa,2.0
Kenton O'Hara,Lara Salido,2.0
Kenton O'Hara,Linden Vongsathorn,2.0
Kenton O'Hara,Lucas Joppa,2.0
Kenton O'Hara,Mark T Marshall,2.0
Kenton O'Hara,Martin Bhomer,2.0
Kenton O'Hara,Michael Massimi,2.0
Kenton O'Hara,Mike Fraser,2.0
Kenton O'Hara,Neil Smyth,2.0
Kenton O'Hara,Otmar Hilliges,2.0
Kenton O'Hara,Paul Marshall,2.0
Kenton O'Hara,Peter D Bennett,2.0
Kenton O'Hara,Rikin,2.0
Kenton O'Hara,Rob Comber,2.0
Kenton O'Hara,Robert Corish,2.0
Kenton O'Hara,Roman R dle,2.0
Kenton O'Hara,Sangita Ganesh,2.0
Kenton O'Hara,Sean Rintel,2.0
Kenton O'Hara,Simon Rubens,2.0
Kenton O'Hara,Stephen Emmott,2.0
Kenton O'Hara,Yvonne Rogers,2.0
Kenton O'Hara,sadia ahmed,2.0
Kenton O Hara,Phil Gosset,2.0
Kenton O Hara,Tom Rodden,2.0
Keon Jang,Sue Moon,2.0
Keon Jang,Thomas Karagiannis,2.0
Keping Bi,Yunhua Hu,2.0
Keqin Dou,Yuebo Shen,2.0
Keren Censor-Hillel,Nir Shavit,2.0
Kerry Hammil,Lubomir Litchev,2.0
Kerry Hammil,Satnam Singh,2.0
Kerry Hammil,Scarlet Schwiderski-Grosche,2.0
Kerry Hammil,Steven Johnston,2.0
Kerry Hammil,Sue Sentance,2.0
Kerry Leonard,Richard A Phillips,2.0
Kerry Leonard,Robin Freeman,2.0
Kerry Leonard,Tim Guilford,2.0
Kevin Bartz,Ryan Kivett,2.0
Kevin Bartz,Silviu Calinoiu,2.0
Kevin C,Madanlal Musuvathi,2.0
Kevin Carter,Nachiappan Nagappan,2.0
Kevin Carter,Ryan Cooper,2.0
Kevin Carter,Thomas Debeauvais,2.0
Kevin Carter,Thomas Zimmermann,2.0
Kevin Carter,Tyson Solberg,2.0
Kevin Chen-Chuan Chang,Yuan Fang,2.0
Kevin Chin,Paramvir Bahl,2.0
Kevin Chin,Rajesh Gupta,2.0
Kevin Chin,Ranveer Chra,2.0
Kevin Chin,Yuvraj Agarwal,2.0
Kevin Haas,Patrick,2.0
Kevin Haas,Patrick Pantel,2.0
Kevin Hammond,M Kei Davis,2.0
Kevin Hammond,Philip W Trinder,2.0
Kevin Hammond,Sahalu B Junaidu,2.0
Kevin Hammond,Simon L Peyton Jones,2.0
Kevin Kane,L Jean Camp,2.0
Kevin Kane,Zheng Dong,2.0
Kevin Karsch,Sing Bing Kang,2.0
Kevin Keliang Zhao,Mohamed F Mokbel,2.0
Kevin Larson,Maarten van Dantzich,2.0
Kevin Larson,Mary Czerwinski,2.0
Kevin P Murphy,Paul W Fieguth,2.0
Kevin Sharp,Magnus Rattray,2.0
Kevin Sharp,Oliver Stegle,2.0
Kevyn Collins-Thompson,Marc Sloan,2.0
Kevyn Collins-Thompson,Milad Shokouhi,2.0
Kevyn Collins-Thompson,Paul N,2.0
Kevyn Collins-Thompson,Ryen W White,2.0
Kevyn Collins-Thompson,Ryen White,2.0
Kevyn Collins-Thompson,Siranush Sarkizova,2.0
Kevyn Collins-Thompson,Xi Chen,2.0
Key,Peter,2.0
Key,Thomas Karagiannis,2.0
Keyvan Farahani,Khan M Iftekharuddin,2.0
Keyvan Farahani,Koen Van Leemput,2.0
Keyvan Farahani,Lawrence Schwartz,2.0
Keyvan Farahani,Levente Lanczi,2.0
Keyvan Farahani,Liang Zhao,2.0
Keyvan Farahani,Marc-Andre Weber,2.0
Keyvan Farahani,Marcel Prastawa,2.0
Keyvan Farahani,Mauricio Reyes,2.0
Keyvan Farahani,Max Wintermark,2.0
Keyvan Farahani,Michael Ryan,2.0
Keyvan Farahani,Michel Dojat,2.0
Keyvan Farahani,Nagesh K Subbanna,2.0
Keyvan Farahani,Nicholas Ayache,2.0
Keyvan Farahani,Nicholas J Tustison,2.0
Keyvan Farahani,Nicolas Cordier,2.0
Keyvan Farahani,Nicole Porz,2.0
Keyvan Farahani,Nigel M John,2.0
Keyvan Farahani,Nuno Sousa,2.0
Keyvan Farahani,Owen M Thomas,2.0
Keyvan Farahani,Patricia Buendia,2.0
Keyvan Farahani,Polina Goll,2.0
Keyvan Farahani,Raj Jena,2.0
Keyvan Farahani,Raphael Meier,2.0
Keyvan Farahani,Rol Wiest,2.0
Keyvan Farahani,Senan Doyle,2.0
Keyvan Farahani,Sergio Pereira,2.0
Keyvan Farahani,Stefan Bauer,2.0
Keyvan Farahani,Stephen J Price,2.0
Keyvan Farahani,Syed M S Reza,2.0
Keyvan Farahani,Tal Arbel,2.0
Keyvan Farahani,Tammy Riklin Raviv,2.0
Keyvan Farahani,Thomas J Taylor,2.0
Keyvan Farahani,Tilak Das,2.0
Keyvan Farahani,Xiaotao Guo,2.0
Keyvan Farahani,Yuliya Burren,2.0
Khai N Truong,Koji Yatani,2.0
Khai N Truong,Marc Langheinrich,2.0
Khaled Sami,Michael Gamon,2.0
Khaled Sami,Nesma Refaei,2.0
Khaled Sami,Riham Hassan Mansour,2.0
Khalid El-Arini,Krysta M Svore,2.0
Khalid El-Arini,Paul N Bennett,2.0
Khalid El-Arini,Thorsten Joachims,2.0
Khan M Iftekharuddin,Koen Van Leemput,2.0
Khan M Iftekharuddin,Lawrence Schwartz,2.0
Khan M Iftekharuddin,Levente Lanczi,2.0
Khan M Iftekharuddin,Liang Zhao,2.0
Khan M Iftekharuddin,Marc-Andre Weber,2.0
Khan M Iftekharuddin,Marcel Prastawa,2.0
Khan M Iftekharuddin,Mauricio Reyes,2.0
Khan M Iftekharuddin,Max Wintermark,2.0
Khan M Iftekharuddin,Michael Ryan,2.0
Khan M Iftekharuddin,Michel Dojat,2.0
Khan M Iftekharuddin,Nagesh K Subbanna,2.0
Khan M Iftekharuddin,Nicholas Ayache,2.0
Khan M Iftekharuddin,Nicholas J Tustison,2.0
Khan M Iftekharuddin,Nicolas Cordier,2.0
Khan M Iftekharuddin,Nicole Porz,2.0
Khan M Iftekharuddin,Nigel M John,2.0
Khan M Iftekharuddin,Nuno Sousa,2.0
Khan M Iftekharuddin,Owen M Thomas,2.0
Khan M Iftekharuddin,Patricia Buendia,2.0
Khan M Iftekharuddin,Polina Goll,2.0
Khan M Iftekharuddin,Raj Jena,2.0
Khan M Iftekharuddin,Raphael Meier,2.0
Khan M Iftekharuddin,Rol Wiest,2.0
Khan M Iftekharuddin,Senan Doyle,2.0
Khan M Iftekharuddin,Sergio Pereira,2.0
Khan M Iftekharuddin,Stefan Bauer,2.0
Khan M Iftekharuddin,Stephen J Price,2.0
Khan M Iftekharuddin,Syed M S Reza,2.0
Khan M Iftekharuddin,Tal Arbel,2.0
Khan M Iftekharuddin,Tammy Riklin Raviv,2.0
Khan M Iftekharuddin,Thomas J Taylor,2.0
Khan M Iftekharuddin,Tilak Das,2.0
Khan M Iftekharuddin,Xiaotao Guo,2.0
Khan M Iftekharuddin,Yuliya Burren,2.0
